shipment_id,customer_name,origin_city,destination_city,service_type,weight_kg,shipment_date,delivery_date,cost_inr,status
SHP00706,Pathkind Labs,Kolkata,Chennai,NFO,10.93,2026-03-11,2026-03-22,1020.67,Delayed
SHP00707,Dr Lal PathLabs,Chandigarh,Gurugram,HC SILVER,18.53,2026-01-15,2026-01-24,1975.1,Delayed
SHP00708,Healthians,Gurugram,Hyderabad,NFO,1.5,2026-04-04,2026-04-12,137.22,Delayed
SHP00709,CORE Diagnostics,Pune,Mumbai,HC SILVER,6.35,2026-01-30,2026-02-09,674.3,Delayed
SHP00710,Redcliffe Labs,Lucknow,Mumbai,NFO,22.5,2026-05-09,2026-05-15,1886.31,Delivered
SHP00711,Pathkind Labs,Hyderabad,Ahmedabad,HC SILVER,12.02,2026-05-17,2026-05-22,1132.81,Delivered
SHP00712,Redcliffe Labs,Chandigarh,Gurugram,HC SILVER,11.72,2026-01-21,2026-01-25,1268.34,Delivered
SHP00713,Metropolis Healthcare,Gurugram,Mumbai,NFO,4.12,2026-02-08,2026-02-12,340.85,Delayed
SHP00714,CORE Diagnostics,Chandigarh,Pune,NFO,10.79,2026-06-15,2026-06-17,1025.33,Delivered
SHP00715,Healthians,Mumbai,Ahmedabad,NFO,8.9,2026-06-15,2026-06-18,812.64,Delivered
SHP00716,Oncquest Labs,Pune,Hyderabad,NFO,3.73,2026-03-20,,305.95,In Transit
SHP00717,Metropolis Healthcare,Hyderabad,Chennai,HC GOLD,1.66,2026-04-01,2026-04-04,210.09,Delivered
SHP00718,Metropolis Healthcare,Noida,Ahmedabad,NFO,4.8,2026-06-27,2026-06-30,468.56,Delivered
SHP00719,Oncquest Labs,Ahmedabad,Noida,NFO,5.02,2026-05-24,2026-05-29,488.36,Delayed
SHP00720,Oncquest Labs,Noida,Kolkata,HC GOLD,4.48,2026-03-19,2026-03-20,550.96,Delivered
SHP00721,Healthians,Noida,Pune,NFO,24.27,2026-05-20,2026-05-25,2009.08,Delivered
SHP00722,CORE Diagnostics,Bengaluru,Chandigarh,HC GOLD,18.35,2026-04-24,2026-04-29,2384.57,Delayed
SHP00723,Pathkind Labs,Delhi,Mumbai,NFO,1.11,2026-06-08,2026-06-10,92.61,Delivered
SHP00724,Redcliffe Labs,Ahmedabad,Lucknow,HC GOLD,5.94,2026-03-13,2026-03-17,762.17,Delivered
SHP00725,Suraksha Diagnostics,Gurugram,Ahmedabad,NFO,8.29,2026-06-04,2026-06-09,697.79,Delivered
SHP00726,Healthians,Noida,Hyderabad,NFO,0.8,2026-03-30,2026-04-02,76.06,Delivered
SHP00727,Oncquest Labs,Gurugram,Bengaluru,HC GOLD,10.68,2026-04-24,2026-04-27,1464.34,Delivered
SHP00728,CORE Diagnostics,Kolkata,Hyderabad,HC SILVER,15.15,2026-02-06,2026-02-08,1607.47,Delivered
SHP00729,Dr Lal PathLabs,Chennai,Gurugram,HC GOLD,2.67,2026-04-15,2026-04-20,345.25,Delivered
SHP00730,CORE Diagnostics,Noida,Bengaluru,HC SILVER,7.59,2026-05-06,,797.89,In Transit
SHP00731,Oncquest Labs,Ahmedabad,Bengaluru,HC GOLD,11.85,2026-01-07,2026-01-08,1619.67,Delivered
SHP00732,Tata 1mg,Chandigarh,Hyderabad,HC GOLD,22.37,2026-04-17,2026-04-19,2848.68,Delivered
SHP00733,Metropolis Healthcare,Delhi,Noida,NFO,24.28,2026-06-03,2026-06-11,2149.23,Delayed
SHP00734,Oncquest Labs,Bengaluru,Lucknow,HC SILVER,20.55,2026-04-06,2026-04-17,1765.59,Delayed
SHP00735,Dr Lal PathLabs,Bengaluru,Noida,NFO,8.33,2026-06-27,2026-07-01,701.18,Delivered
SHP00736,CryoViva India,Chandigarh,Chennai,NFO,13.48,2026-01-20,2026-01-25,1083.71,Delivered
SHP00737,CORE Diagnostics,Gurugram,Chandigarh,HC GOLD,21.87,2026-06-25,2026-06-28,2813.58,Delivered
SHP00738,Dr Lal PathLabs,Gurugram,Ahmedabad,NFO,4.02,2026-02-05,2026-02-10,348.95,Delivered
SHP00739,Tata 1mg,Chennai,Noida,NFO,12.83,2026-02-18,2026-03-01,1212.17,Delayed
SHP00740,Tata 1mg,Lucknow,Pune,NFO,22.94,2026-01-30,2026-02-01,1906.79,Delivered
SHP00741,Oncquest Labs,Chennai,Noida,HC SILVER,15.14,2026-03-29,2026-04-04,1304.81,Delayed
SHP00742,CORE Diagnostics,Gurugram,Bengaluru,HC SILVER,3.99,2026-02-28,2026-03-04,381.4,Delivered
SHP00743,CryoViva India,Gurugram,Noida,HC GOLD,19.05,2026-01-11,2026-01-16,2350.85,Delivered
SHP00744,Tata 1mg,Delhi,Pune,HC SILVER,1.56,2026-03-19,,136.96,In Transit
SHP00745,Redcliffe Labs,Gurugram,Chandigarh,HC GOLD,5.4,2026-06-21,2026-06-27,735.78,Delivered
SHP00746,Healthians,Ahmedabad,Chennai,NFO,12.77,2026-06-06,2026-06-14,995.45,Delayed
SHP00747,Pathkind Labs,Ahmedabad,Delhi,NFO,5.19,2026-03-14,,456.27,In Transit
SHP00748,Redcliffe Labs,Lucknow,Gurugram,HC SILVER,21.36,2026-05-02,2026-05-11,1920.19,Delayed
SHP00749,CORE Diagnostics,Chandigarh,Gurugram,HC SILVER,24.54,2026-04-19,2026-04-24,2335.72,Delayed
SHP00750,Oncquest Labs,Chennai,Gurugram,NFO,3.83,2026-04-03,2026-04-08,299.69,Delayed
SHP00751,Suraksha Diagnostics,Hyderabad,Gurugram,NFO,15.21,2026-03-21,2026-03-25,1257.49,Delivered
SHP00752,Tata 1mg,Kolkata,Mumbai,HC SILVER,20.16,2026-06-23,2026-06-29,1959.08,Delivered
SHP00753,Oncquest Labs,Gurugram,Hyderabad,HC GOLD,17.07,2026-01-31,2026-02-02,2145.98,Delivered
SHP00754,Tata 1mg,Gurugram,Mumbai,NFO,5.38,2026-02-21,,524.83,In Transit
SHP00755,Suraksha Diagnostics,Gurugram,Bengaluru,HC GOLD,7.32,2026-05-29,2026-06-03,966.46,Delivered
SHP00756,Oncquest Labs,Kolkata,Chennai,HC GOLD,23.78,2026-05-05,2026-05-12,2645.31,Delivered
SHP00757,Oncquest Labs,Bengaluru,Pune,NFO,23.59,2026-01-08,2026-01-11,2220.86,Delayed
SHP00758,CryoViva India,Hyderabad,Lucknow,HC SILVER,9.87,2026-06-23,2026-06-26,989.98,Delivered
SHP00759,Pathkind Labs,Gurugram,Lucknow,HC GOLD,19.92,2026-02-21,2026-03-01,2444.33,Delayed
SHP00760,Healthians,Bengaluru,Ahmedabad,HC SILVER,13.74,2026-01-05,2026-01-06,1213.65,Delivered
SHP00761,Suraksha Diagnostics,Hyderabad,Chennai,NFO,1.38,2026-02-15,2026-02-24,131.51,Delayed
SHP00762,Suraksha Diagnostics,Noida,Pune,NFO,18.04,2026-05-05,2026-05-11,1633.1,Delayed
SHP00763,Dr Lal PathLabs,Chandigarh,Pune,NFO,14.28,2026-02-10,2026-02-15,1242.53,Delivered
SHP00764,Healthians,Kolkata,Chandigarh,HC GOLD,7.47,2026-01-16,2026-01-19,835.49,Delayed
SHP00765,Dr Lal PathLabs,Chennai,Kolkata,NFO,22.34,2026-03-29,2026-04-02,2179.91,Delivered
SHP00766,CryoViva India,Kolkata,Chennai,HC GOLD,6.57,2026-06-15,2026-06-20,889.0,Delayed
SHP00767,Tata 1mg,Gurugram,Chennai,NFO,0.98,2026-03-25,2026-03-26,83.77,Delivered
SHP00768,Metropolis Healthcare,Pune,Kolkata,NFO,12.01,2026-01-06,2026-01-09,1001.05,Delivered
SHP00769,Tata 1mg,Gurugram,Pune,HC GOLD,5.54,2026-05-08,,725.45,In Transit
SHP00770,Dr Lal PathLabs,Chennai,Noida,NFO,24.25,2026-02-21,2026-02-27,2288.18,Delayed
SHP00771,Metropolis Healthcare,Pune,Mumbai,NFO,7.78,2026-05-27,,632.51,In Transit
SHP00772,Dr Lal PathLabs,Lucknow,Gurugram,NFO,8.75,2026-01-18,,768.12,In Transit
SHP00773,Healthians,Kolkata,Mumbai,HC GOLD,16.46,2026-03-19,,1925.78,In Transit
SHP00774,Healthians,Chandigarh,Pune,NFO,10.36,2026-06-09,2026-06-14,913.09,Delivered
SHP00775,Pathkind Labs,Delhi,Lucknow,HC SILVER,14.63,2026-02-24,2026-02-28,1435.96,Delivered
SHP00776,Dr Lal PathLabs,Ahmedabad,Kolkata,HC GOLD,1.97,2026-02-21,2026-02-25,256.87,Delivered
SHP00777,Suraksha Diagnostics,Bengaluru,Hyderabad,NFO,20.84,2026-01-17,,1776.91,In Transit
SHP00778,CORE Diagnostics,Bengaluru,Lucknow,NFO,15.23,2026-04-14,2026-04-17,1244.58,Delivered
SHP00779,Oncquest Labs,Bengaluru,Pune,HC GOLD,11.19,2026-06-15,2026-06-17,1218.3,Delivered
SHP00780,Pathkind Labs,Bengaluru,Lucknow,NFO,21.39,2026-05-05,2026-05-06,1674.48,Delivered
SHP00781,Tata 1mg,Ahmedabad,Bengaluru,HC SILVER,10.47,2026-04-04,2026-04-05,1075.27,Delivered
SHP00782,Tata 1mg,Noida,Bengaluru,HC GOLD,12.76,2026-01-31,2026-02-11,1741.62,Delayed
SHP00783,Oncquest Labs,Pune,Bengaluru,HC SILVER,6.33,2026-02-01,2026-02-04,652.05,Delivered
SHP00784,Suraksha Diagnostics,Lucknow,Mumbai,NFO,3.12,2026-02-24,2026-02-27,295.89,Delivered
SHP00785,Pathkind Labs,Delhi,Pune,NFO,23.74,2026-03-23,2026-03-28,1940.39,Delivered
SHP00786,Healthians,Bengaluru,Noida,NFO,9.51,2026-03-20,2026-03-27,734.55,Delayed
SHP00787,CryoViva India,Lucknow,Chandigarh,HC GOLD,19.83,2026-03-03,2026-03-11,2325.62,Delayed
SHP00788,Tata 1mg,Lucknow,Chennai,HC GOLD,6.29,2026-04-24,2026-04-28,753.47,Delivered
SHP00789,Tata 1mg,Bengaluru,Chennai,HC SILVER,19.04,2026-03-18,,2030.49,In Transit
SHP00790,Healthians,Hyderabad,Lucknow,HC SILVER,19.29,2026-04-15,2026-04-16,2026.43,Delivered
SHP00791,Suraksha Diagnostics,Hyderabad,Pune,HC SILVER,8.65,2026-04-19,,772.52,In Transit
SHP00792,Tata 1mg,Bengaluru,Ahmedabad,NFO,15.25,2026-05-21,2026-05-24,1413.55,Delivered
SHP00793,CORE Diagnostics,Chandigarh,Lucknow,HC GOLD,19.88,2026-02-04,2026-02-07,2334.14,Delivered
SHP00794,CORE Diagnostics,Gurugram,Noida,NFO,17.98,2026-06-16,,1602.43,In Transit
SHP00795,Oncquest Labs,Kolkata,Chennai,NFO,18.51,2026-03-08,2026-03-16,1741.21,Delayed
SHP00796,Tata 1mg,Bengaluru,Mumbai,NFO,4.96,2026-04-07,2026-04-13,476.74,Delivered
SHP00797,Redcliffe Labs,Chandigarh,Ahmedabad,HC SILVER,24.37,2026-02-20,2026-02-26,2112.45,Delayed
SHP00798,Dr Lal PathLabs,Ahmedabad,Kolkata,NFO,2.68,2026-04-05,2026-04-09,205.82,Delayed
SHP00799,Oncquest Labs,Pune,Kolkata,HC SILVER,12.61,2026-02-27,2026-03-01,1321.76,Delivered
SHP00800,Oncquest Labs,Bengaluru,Chennai,NFO,11.07,2026-02-22,2026-02-27,913.42,Delivered
SHP00801,Suraksha Diagnostics,Chandigarh,Mumbai,NFO,19.92,2026-01-08,2026-01-13,1907.95,Delivered
SHP00802,Oncquest Labs,Chennai,Chandigarh,NFO,11.99,2026-03-24,2026-03-31,1098.98,Delayed
SHP00803,Dr Lal PathLabs,Lucknow,Kolkata,NFO,2.83,2026-01-16,2026-01-17,244.82,Delivered
SHP00804,Dr Lal PathLabs,Chennai,Chandigarh,HC GOLD,20.34,2026-01-02,2026-01-11,2429.17,Delayed
SHP00805,Healthians,Kolkata,Lucknow,NFO,22.36,2026-01-11,2026-01-16,1949.9,Delivered
SHP00806,CORE Diagnostics,Chennai,Pune,NFO,17.9,2026-04-21,2026-04-24,1741.55,Delivered
SHP00807,Healthians,Hyderabad,Bengaluru,HC SILVER,7.43,2026-03-09,,769.65,In Transit
SHP00808,Healthians,Bengaluru,Ahmedabad,NFO,4.54,2026-05-06,2026-05-13,352.44,Delayed
SHP00809,Redcliffe Labs,Noida,Delhi,NFO,12.02,2026-02-11,2026-02-17,929.95,Delivered
SHP00810,Oncquest Labs,Chennai,Ahmedabad,NFO,3.26,2026-02-07,2026-02-10,261.9,Delivered
SHP00811,Metropolis Healthcare,Noida,Ahmedabad,HC GOLD,16.75,2026-02-24,2026-03-01,2095.82,Delivered
SHP00812,Redcliffe Labs,Kolkata,Gurugram,HC GOLD,17.08,2026-03-26,2026-03-27,2193.4,Delivered
SHP00813,Dr Lal PathLabs,Kolkata,Chennai,HC SILVER,3.1,2026-03-24,2026-03-29,313.61,Delivered
SHP00814,Metropolis Healthcare,Hyderabad,Lucknow,HC GOLD,0.64,2026-01-12,2026-01-17,83.17,Delivered
SHP00815,CORE Diagnostics,Lucknow,Ahmedabad,NFO,1.69,2026-06-14,2026-06-17,156.0,Delivered
SHP00816,Suraksha Diagnostics,Pune,Chandigarh,NFO,6.75,2026-03-03,2026-03-08,539.75,Delivered
SHP00817,CORE Diagnostics,Kolkata,Bengaluru,NFO,12.53,2026-04-21,2026-04-30,993.5,Delayed
SHP00818,Healthians,Chandigarh,Gurugram,HC GOLD,12.5,2026-04-10,2026-04-14,1508.65,Delivered
SHP00819,Dr Lal PathLabs,Kolkata,Chennai,NFO,15.95,2026-01-24,2026-01-29,1550.05,Delayed
SHP00820,CORE Diagnostics,Chandigarh,Mumbai,HC SILVER,13.42,2026-06-15,2026-06-20,1286.81,Delivered
SHP00821,CORE Diagnostics,Hyderabad,Bengaluru,HC SILVER,17.27,2026-03-18,2026-03-25,1597.78,Delayed
SHP00822,Tata 1mg,Delhi,Ahmedabad,HC SILVER,13.08,2026-05-11,2026-05-18,1342.1,Delivered
SHP00823,Metropolis Healthcare,Bengaluru,Kolkata,HC GOLD,19.33,2026-01-05,2026-01-11,2191.76,Delayed
SHP00824,CryoViva India,Noida,Hyderabad,NFO,21.98,2026-03-18,2026-03-26,2035.21,Delayed
SHP00825,Metropolis Healthcare,Hyderabad,Chandigarh,NFO,22.99,2026-02-17,2026-02-22,1885.42,Delivered
SHP00826,Suraksha Diagnostics,Chandigarh,Gurugram,HC GOLD,0.64,2026-01-30,2026-01-31,77.96,Delivered
SHP00827,Dr Lal PathLabs,Kolkata,Lucknow,HC GOLD,7.92,2026-06-07,2026-06-15,1046.54,Delayed
SHP00828,CORE Diagnostics,Gurugram,Mumbai,NFO,3.24,2026-01-05,,249.71,In Transit
SHP00829,CORE Diagnostics,Hyderabad,Lucknow,HC GOLD,11.18,2026-06-10,2026-06-17,1257.13,Delivered
SHP00830,Tata 1mg,Kolkata,Delhi,NFO,4.23,2026-06-29,2026-07-03,400.88,Delivered
SHP00831,Redcliffe Labs,Ahmedabad,Mumbai,NFO,20.82,2026-04-11,2026-04-15,1967.74,Delivered
SHP00832,Oncquest Labs,Kolkata,Hyderabad,HC GOLD,15.1,2026-05-22,2026-05-25,1851.0,Delivered
SHP00833,Oncquest Labs,Ahmedabad,Chandigarh,NFO,1.99,2026-01-05,2026-01-13,175.63,Delayed
SHP00834,Suraksha Diagnostics,Bengaluru,Lucknow,HC SILVER,3.37,2026-06-09,2026-06-12,289.8,Delivered
SHP00835,Oncquest Labs,Bengaluru,Mumbai,NFO,6.19,2026-02-26,2026-03-07,594.78,Delayed
SHP00836,Oncquest Labs,Lucknow,Chandigarh,NFO,7.69,2026-04-10,,742.09,In Transit
SHP00837,Oncquest Labs,Chandigarh,Chennai,HC GOLD,21.19,2026-06-09,2026-06-11,2343.31,Delivered
SHP00838,CORE Diagnostics,Hyderabad,Noida,NFO,15.34,2026-01-26,2026-01-30,1241.78,Delivered
SHP00839,Healthians,Delhi,Gurugram,HC SILVER,9.25,2026-02-10,,979.69,In Transit
SHP00840,Tata 1mg,Pune,Delhi,NFO,3.29,2026-02-28,2026-03-04,285.69,Delayed
SHP00841,CryoViva India,Chennai,Kolkata,HC GOLD,14.15,2026-02-08,2026-02-15,1828.07,Delayed
SHP00842,Tata 1mg,Hyderabad,Pune,HC SILVER,19.65,2026-06-06,,1942.57,In Transit
SHP00843,CORE Diagnostics,Pune,Gurugram,HC GOLD,21.84,2026-04-03,2026-04-09,2822.71,Delayed
SHP00844,Tata 1mg,Pune,Hyderabad,NFO,9.41,2026-02-05,,760.24,In Transit
SHP00845,Redcliffe Labs,Kolkata,Delhi,HC SILVER,12.1,2026-03-15,2026-03-22,1240.08,Delivered
SHP00846,Redcliffe Labs,Kolkata,Chennai,NFO,18.96,2026-04-18,2026-04-20,1617.0,Delivered
SHP00847,Pathkind Labs,Kolkata,Pune,HC GOLD,9.36,2026-01-08,2026-01-12,1212.39,Delivered
SHP00848,Tata 1mg,Pune,Gurugram,NFO,10.34,2026-02-12,2026-02-16,799.16,Delivered
SHP00849,Dr Lal PathLabs,Chandigarh,Noida,NFO,15.97,2026-06-19,2026-06-24,1522.31,Delivered
SHP00850,Metropolis Healthcare,Lucknow,Pune,HC GOLD,8.19,2026-03-30,,953.26,In Transit
SHP00851,CORE Diagnostics,Pune,Chandigarh,HC GOLD,11.43,2026-02-22,2026-03-05,1458.02,Delayed
SHP00852,Suraksha Diagnostics,Lucknow,Chennai,HC GOLD,22.08,2026-01-22,2026-01-27,2642.97,Delayed
SHP00853,Pathkind Labs,Lucknow,Noida,HC SILVER,7.46,2026-01-24,2026-02-02,730.2,Delayed
SHP00854,CryoViva India,Chandigarh,Noida,NFO,20.02,2026-06-01,2026-06-04,1660.83,Delivered
SHP00855,Tata 1mg,Kolkata,Ahmedabad,HC GOLD,21.12,2026-03-08,2026-03-16,2877.39,Delivered
SHP00856,Dr Lal PathLabs,Hyderabad,Bengaluru,HC GOLD,11.6,2026-03-02,2026-03-13,1546.68,Delayed
SHP00857,Metropolis Healthcare,Mumbai,Kolkata,NFO,19.73,2026-05-27,2026-06-03,1727.22,Delayed
SHP00858,Healthians,Mumbai,Gurugram,HC GOLD,5.22,2026-04-03,2026-04-09,693.49,Delivered
SHP00859,CryoViva India,Gurugram,Noida,NFO,3.69,2026-02-24,2026-02-28,323.55,Delivered
SHP00860,Pathkind Labs,Ahmedabad,Pune,HC GOLD,21.86,2026-05-30,2026-06-08,3014.39,Delayed
SHP00861,Suraksha Diagnostics,Lucknow,Hyderabad,HC SILVER,4.04,2026-02-02,2026-02-11,357.83,Delayed
SHP00862,Pathkind Labs,Lucknow,Pune,NFO,5.71,2026-05-02,2026-05-06,551.37,Delayed
SHP00863,Dr Lal PathLabs,Chennai,Gurugram,HC SILVER,3.2,2026-04-05,2026-04-11,282.55,Delivered
SHP00864,Metropolis Healthcare,Bengaluru,Kolkata,NFO,1.19,2026-02-06,,105.95,In Transit
SHP00865,Metropolis Healthcare,Delhi,Chennai,NFO,20.57,2026-05-06,2026-05-07,1603.14,Delivered
SHP00866,Oncquest Labs,Delhi,Hyderabad,HC GOLD,14.36,2026-03-28,2026-04-01,1910.03,Delivered
SHP00867,Pathkind Labs,Noida,Mumbai,HC GOLD,19.16,2026-06-20,2026-06-24,2256.21,Delivered
SHP00868,Dr Lal PathLabs,Ahmedabad,Lucknow,NFO,6.2,2026-04-12,2026-04-17,600.53,Delayed
SHP00869,Tata 1mg,Hyderabad,Bengaluru,HC SILVER,17.83,2026-05-27,2026-06-01,1797.14,Delayed
SHP00870,Dr Lal PathLabs,Gurugram,Bengaluru,HC GOLD,19.06,2026-05-26,2026-05-31,2345.89,Delivered
SHP00871,Pathkind Labs,Delhi,Noida,NFO,0.96,2026-02-22,,87.83,In Transit
SHP00872,Tata 1mg,Ahmedabad,Hyderabad,HC SILVER,15.37,2026-04-13,2026-04-18,1655.02,Delivered
SHP00873,CORE Diagnostics,Chennai,Hyderabad,NFO,21.56,2026-03-23,2026-03-28,1897.56,Delivered
SHP00874,CORE Diagnostics,Bengaluru,Noida,NFO,2.7,2026-03-20,2026-03-27,209.93,Delayed
SHP00875,CryoViva India,Chennai,Noida,HC GOLD,7.8,2026-01-26,2026-01-29,918.27,Delivered
SHP00876,CryoViva India,Kolkata,Gurugram,NFO,18.93,2026-05-31,2026-06-02,1651.05,Delivered
SHP00877,CryoViva India,Gurugram,Chennai,NFO,14.05,2026-01-17,2026-01-21,1144.61,Delivered
SHP00878,Pathkind Labs,Delhi,Chennai,HC SILVER,17.04,2026-03-05,2026-03-13,1580.2,Delayed
SHP00879,Tata 1mg,Kolkata,Pune,HC SILVER,12.76,2026-02-06,2026-02-12,1327.97,Delayed
SHP00880,Pathkind Labs,Pune,Kolkata,NFO,0.52,2026-04-29,2026-05-04,41.63,Delivered
SHP00881,Metropolis Healthcare,Delhi,Pune,HC GOLD,21.07,2026-04-08,,2675.18,In Transit
SHP00882,Metropolis Healthcare,Ahmedabad,Pune,NFO,18.61,2026-05-25,2026-05-29,1472.3,Delivered
SHP00883,Metropolis Healthcare,Noida,Ahmedabad,HC SILVER,5.67,2026-05-10,2026-05-17,570.32,Delayed
SHP00884,Metropolis Healthcare,Lucknow,Hyderabad,NFO,24.58,2026-03-29,2026-03-31,2051.93,Delivered
SHP00885,CryoViva India,Lucknow,Noida,HC GOLD,0.6,2026-01-03,2026-01-05,77.34,Delivered
SHP00886,Pathkind Labs,Hyderabad,Kolkata,NFO,21.98,2026-06-16,2026-06-19,2098.37,Delayed
SHP00887,Tata 1mg,Chandigarh,Hyderabad,NFO,20.41,2026-06-03,2026-06-09,1988.05,Delivered
SHP00888,Healthians,Gurugram,Pune,HC SILVER,11.39,2026-02-26,,1049.9,In Transit
SHP00889,Redcliffe Labs,Lucknow,Chennai,NFO,15.53,2026-03-19,2026-03-21,1507.26,Delivered
SHP00890,Oncquest Labs,Delhi,Chennai,HC SILVER,17.82,2026-02-23,2026-02-24,1793.81,Delivered
SHP00891,Dr Lal PathLabs,Gurugram,Chennai,HC GOLD,4.68,2026-02-19,2026-03-02,584.79,Delayed
SHP00892,CORE Diagnostics,Gurugram,Chandigarh,HC GOLD,3.62,2026-05-26,2026-06-01,411.8,Delayed
SHP00893,Pathkind Labs,Chandigarh,Delhi,HC GOLD,17.18,2026-04-27,2026-04-28,2341.5,Delivered
SHP00894,Suraksha Diagnostics,Delhi,Kolkata,HC SILVER,10.47,2026-02-01,2026-02-06,1023.81,Delivered
SHP00895,CryoViva India,Delhi,Bengaluru,NFO,10.79,2026-04-25,2026-04-28,902.18,Delivered
SHP00896,Redcliffe Labs,Ahmedabad,Delhi,HC SILVER,10.88,2026-01-20,2026-01-24,946.48,Delivered
SHP00897,CryoViva India,Chandigarh,Gurugram,NFO,20.3,2026-06-01,,1660.97,In Transit
SHP00898,Redcliffe Labs,Gurugram,Pune,HC SILVER,20.9,2026-03-27,,1904.46,In Transit
SHP00899,Dr Lal PathLabs,Gurugram,Chandigarh,NFO,2.84,2026-04-25,2026-05-01,272.58,Delivered
SHP00900,Tata 1mg,Kolkata,Chennai,HC GOLD,2.02,2026-04-24,2026-04-25,244.33,Delivered
SHP00901,CryoViva India,Gurugram,Lucknow,HC GOLD,7.73,2026-04-08,2026-04-12,930.18,Delivered
SHP00902,Dr Lal PathLabs,Ahmedabad,Lucknow,NFO,9.91,2026-04-20,2026-04-27,829.63,Delayed
SHP00903,Oncquest Labs,Chandigarh,Delhi,HC GOLD,14.9,2026-01-28,2026-01-29,1639.39,Delivered
SHP00904,CORE Diagnostics,Mumbai,Chandigarh,HC GOLD,6.78,2026-04-18,2026-04-28,822.68,Delayed
SHP00905,CryoViva India,Mumbai,Noida,NFO,8.14,2026-04-22,2026-05-01,676.54,Delayed
SHP00906,CORE Diagnostics,Pune,Noida,NFO,15.28,2026-03-16,2026-03-19,1382.47,Delivered
SHP00907,Redcliffe Labs,Noida,Delhi,HC GOLD,20.96,2026-01-14,2026-01-19,2666.46,Delivered
SHP00908,Healthians,Mumbai,Gurugram,NFO,12.16,2026-06-27,2026-07-05,1150.4,Delayed
SHP00909,Dr Lal PathLabs,Ahmedabad,Chennai,NFO,8.55,2026-01-27,,819.51,In Transit
SHP00910,CryoViva India,Hyderabad,Mumbai,HC GOLD,17.48,2026-04-30,2026-05-08,2290.76,Delivered
SHP00911,Redcliffe Labs,Chennai,Hyderabad,NFO,20.74,2026-01-02,2026-01-06,1831.08,Delivered
SHP00912,Oncquest Labs,Noida,Chennai,NFO,14.85,2026-04-03,2026-04-06,1190.98,Delivered
SHP00913,Healthians,Bengaluru,Noida,HC SILVER,6.53,2026-02-20,2026-02-21,699.55,Delivered
SHP00914,CORE Diagnostics,Delhi,Lucknow,NFO,19.79,2026-01-29,2026-02-01,1614.93,Delivered
SHP00915,CORE Diagnostics,Chennai,Lucknow,HC SILVER,24.44,2026-06-09,2026-06-15,2158.4,Delayed
SHP00916,Redcliffe Labs,Noida,Bengaluru,HC GOLD,17.51,2026-03-23,2026-03-28,2019.54,Delivered
SHP00917,Dr Lal PathLabs,Delhi,Chandigarh,NFO,13.62,2026-02-08,2026-02-13,1294.56,Delivered
SHP00918,Oncquest Labs,Pune,Chandigarh,NFO,2.49,2026-05-01,2026-05-08,230.24,Delivered
SHP00919,Healthians,Chandigarh,Pune,NFO,11.87,2026-03-24,2026-04-01,1088.57,Delayed
SHP00920,Metropolis Healthcare,Hyderabad,Pune,HC GOLD,16.13,2026-05-30,2026-06-01,1960.8,Delivered
SHP00921,Redcliffe Labs,Mumbai,Hyderabad,NFO,22.27,2026-05-27,,1880.7,In Transit
SHP00922,CORE Diagnostics,Pune,Gurugram,HC GOLD,7.73,2026-05-13,2026-05-16,942.73,Delivered
SHP00923,Suraksha Diagnostics,Ahmedabad,Chennai,NFO,11.1,2026-04-05,2026-04-09,854.98,Delivered
SHP00924,Metropolis Healthcare,Hyderabad,Mumbai,HC GOLD,9.3,2026-01-22,,1144.39,In Transit
SHP00925,Tata 1mg,Pune,Lucknow,HC GOLD,23.2,2026-01-26,2026-01-27,2885.63,Delivered
SHP00926,Healthians,Chennai,Mumbai,NFO,18.76,2026-06-24,2026-06-27,1832.99,Delivered
SHP00927,Metropolis Healthcare,Lucknow,Pune,NFO,7.84,2026-03-30,2026-04-03,726.01,Delivered
SHP00928,Pathkind Labs,Delhi,Pune,HC SILVER,23.81,2026-04-12,2026-04-14,2154.44,Delivered
SHP00929,Dr Lal PathLabs,Mumbai,Ahmedabad,HC GOLD,19.06,2026-04-29,,2107.58,In Transit
SHP00930,Suraksha Diagnostics,Mumbai,Hyderabad,NFO,11.52,2026-05-23,2026-05-25,956.08,Delivered
SHP00931,Oncquest Labs,Lucknow,Delhi,HC SILVER,20.94,2026-03-28,2026-03-30,2164.67,Delivered
SHP00932,Metropolis Healthcare,Lucknow,Pune,NFO,1.07,2026-01-09,2026-01-11,104.46,Delivered
SHP00933,Dr Lal PathLabs,Ahmedabad,Lucknow,HC SILVER,14.56,2026-04-11,2026-04-15,1266.91,Delivered
SHP00934,Oncquest Labs,Kolkata,Mumbai,NFO,14.45,2026-04-26,2026-05-02,1275.2,Delivered
SHP00935,Oncquest Labs,Delhi,Chandigarh,NFO,5.38,2026-04-09,2026-04-15,471.52,Delivered
SHP00936,Healthians,Hyderabad,Delhi,HC GOLD,4.71,2026-04-16,2026-04-20,526.93,Delivered
SHP00937,Tata 1mg,Kolkata,Pune,NFO,22.64,2026-02-22,,1830.91,In Transit
SHP00938,Oncquest Labs,Kolkata,Lucknow,NFO,14.59,2026-03-21,2026-03-26,1328.46,Delivered
SHP00939,CryoViva India,Bengaluru,Mumbai,HC SILVER,11.42,2026-04-13,,1043.36,In Transit
SHP00940,Oncquest Labs,Chennai,Chandigarh,NFO,14.62,2026-01-24,2026-02-01,1226.17,Delayed
